,average_temperature,precipitation,windspeed,city,date
2020-01-01,3.2,23.0,9.1,Munich,2020-01-01
2020-02-01,6.2,122.0,16.8,Munich,2020-02-01
2020-03-01,6.1,61.0,13.0,Munich,2020-03-01
2020-04-01,12.6,32.0,10.3,Munich,2020-04-01
2020-05-01,12.9,65.0,9.0,Munich,2020-05-01
2020-06-01,16.8,207.0,10.4,Munich,2020-06-01
2020-07-01,20.0,95.0,9.1,Munich,2020-07-01
2020-08-01,20.2,151.0,8.9,Munich,2020-08-01
2020-09-01,15.8,63.0,8.1,Munich,2020-09-01
2020-10-01,10.0,93.0,9.1,Munich,2020-10-01
2020-11-01,5.9,17.0,7.4,Munich,2020-11-01
2020-12-01,2.2,33.0,8.2,Munich,2020-12-01
2021-01-01,0.4,66.0,11.2,Munich,2021-01-01
2021-02-01,3.9,46.0,9.6,Munich,2021-02-01
2021-03-01,5.2,42.0,10.9,Munich,2021-03-01
2021-04-01,7.5,38.0,10.1,Munich,2021-04-01
2021-05-01,11.3,162.0,11.9,Munich,2021-05-01
2021-06-01,19.7,230.0,8.9,Munich,2021-06-01
2021-07-01,18.8,141.0,8.3,Munich,2021-07-01
2021-08-01,17.3,157.0,8.6,Munich,2021-08-01
2021-09-01,15.9,40.0,7.1,Munich,2021-09-01
2021-10-01,9.6,29.0,7.9,Munich,2021-10-01
2021-11-01,3.7,38.0,8.4,Munich,2021-11-01
2021-12-01,3.1,80.4,9.8,Munich,2021-12-01
2022-01-01,2.1,33.7,11.9,Munich,2022-01-01
2022-02-01,4.8,31.3,15.6,Munich,2022-02-01
2022-03-01,6.1,16.0,8.7,Munich,2022-03-01
2022-04-01,8.4,54.1,11.6,Munich,2022-04-01
2022-05-01,15.9,121.8,8.8,Munich,2022-05-01
2022-06-01,20.0,106.1,9.0,Munich,2022-06-01
2022-07-01,21.2,55.0,9.4,Munich,2022-07-01
2022-08-01,20.5,110.2,8.6,Munich,2022-08-01
2022-09-01,13.9,91.6,9.3,Munich,2022-09-01
2022-10-01,13.7,88.2,7.3,Munich,2022-10-01
2022-11-01,6.7,56.4,7.9,Munich,2022-11-01
2019-12-01,-7.5,45.7,13.2,Yekaterinburg,2019-12-01
2020-02-01,-5.5,28.5,12.4,Yekaterinburg,2020-02-01
2020-05-01,13.9,13.4,11.6,Yekaterinburg,2020-05-01
2020-11-01,-6.0,15.4,12.2,Yekaterinburg,2020-11-01
2020-12-01,-10.9,18.0,13.7,Yekaterinburg,2020-12-01
2021-03-01,-5.9,17.4,14.2,Yekaterinburg,2021-03-01
2021-04-01,6.5,26.6,12.5,Yekaterinburg,2021-04-01
2021-05-01,17.3,8.9,11.1,Yekaterinburg,2021-05-01
2021-06-01,18.6,57.5,10.5,Yekaterinburg,2021-06-01
2021-07-01,18.7,48.6,10.8,Yekaterinburg,2021-07-01
2021-08-01,19.5,13.3,9.5,Yekaterinburg,2021-08-01
2021-09-01,8.5,20.9,14.6,Yekaterinburg,2021-09-01
2021-10-01,4.3,31.9,13.3,Yekaterinburg,2021-10-01
2021-11-01,-3.8,30.2,14.6,Yekaterinburg,2021-11-01
2021-12-01,-8.9,29.6,12.9,Yekaterinburg,2021-12-01
2022-01-01,-12.2,20.0,10.3,Yekaterinburg,2022-01-01
2022-02-01,-6.4,20.3,10.5,Yekaterinburg,2022-02-01
2022-03-01,-8.2,19.8,12.5,Yekaterinburg,2022-03-01
2022-04-01,5.6,45.1,12.0,Yekaterinburg,2022-04-01
2022-06-01,15.4,94.4,14.3,Yekaterinburg,2022-06-01
2022-07-01,20.0,56.3,10.4,Yekaterinburg,2022-07-01
2022-08-01,19.4,16.4,9.7,Yekaterinburg,2022-08-01
2022-09-01,10.6,57.0,11.1,Yekaterinburg,2022-09-01
2022-10-01,5.1,21.4,13.0,Yekaterinburg,2022-10-01
2022-11-01,-8.2,46.3,12.1,Yekaterinburg,2022-11-01
2019-12-01,1.6,28.0,15.1,Kharkiv,2019-12-01
2020-01-01,-0.1,27.0,14.1,Kharkiv,2020-01-01
2020-02-01,0.3,68.0,14.8,Kharkiv,2020-02-01
2020-04-01,8.7,21.0,16.5,Kharkiv,2020-04-01
2020-05-01,13.5,138.0,13.2,Kharkiv,2020-05-01
2020-06-01,22.1,68.0,14.2,Kharkiv,2020-06-01
2020-07-01,22.8,105.0,10.7,Kharkiv,2020-07-01
2020-08-01,20.9,7.0,10.4,Kharkiv,2020-08-01
2020-09-01,18.4,1.0,14.6,Kharkiv,2020-09-01
2020-10-01,12.4,40.0,14.7,Kharkiv,2020-10-01
2020-11-01,2.6,41.0,12.5,Kharkiv,2020-11-01
2020-12-01,-3.1,25.0,17.5,Kharkiv,2020-12-01
2021-01-01,-2.5,70.0,15.3,Kharkiv,2021-01-01
2021-02-01,-5.0,59.0,14.3,Kharkiv,2021-02-01
2021-04-01,8.3,42.0,12.9,Kharkiv,2021-04-01
2021-05-01,15.9,53.0,14.0,Kharkiv,2021-05-01
2021-06-01,20.5,68.0,13.3,Kharkiv,2021-06-01
2021-07-01,24.7,7.0,11.4,Kharkiv,2021-07-01
2021-08-01,23.8,21.0,11.3,Kharkiv,2021-08-01
2021-09-01,13.4,28.0,10.9,Kharkiv,2021-09-01
2021-10-01,8.2,7.0,12.7,Kharkiv,2021-10-01
2021-11-01,3.8,26.0,13.8,Kharkiv,2021-11-01
2022-06-01,21.3,69.7,10.7,Kharkiv,2022-06-01
2022-07-01,21.3,60.3,11.5,Kharkiv,2022-07-01
2022-08-01,23.8,59.2,15.7,Kharkiv,2022-08-01
2022-09-01,13.1,76.6,12.0,Kharkiv,2022-09-01
2022-10-01,9.7,111.3,12.1,Kharkiv,2022-10-01
2022-11-01,2.4,61.9,13.4,Kharkiv,2022-11-01
2021-01-01,-3.5,24.0,7.3,Belgrade,2021-01-01
2021-02-01,-8.7,33.7,9.6,Belgrade,2021-02-01
2021-04-01,5.1,35.5,11.0,Belgrade,2021-04-01
2021-05-01,9.8,76.6,10.2,Belgrade,2021-05-01
2021-06-01,19.7,9.6,10.8,Belgrade,2021-06-01
2021-07-01,22.9,19.2,9.6,Belgrade,2021-07-01
2021-08-01,18.1,52.8,9.5,Belgrade,2021-08-01
2021-09-01,14.5,3.9,9.7,Belgrade,2021-09-01
2021-10-01,7.9,60.1,9.3,Belgrade,2021-10-01
2021-11-01,3.1,21.8,10.1,Belgrade,2021-11-01
2021-12-01,-3.2,28.2,12.0,Belgrade,2021-12-01
2022-01-01,-6.8,16.7,7.2,Belgrade,2022-01-01
2022-02-01,-5.8,22.8,9.0,Belgrade,2022-02-01
2022-04-01,2.6,38.6,12.8,Belgrade,2022-04-01
2022-05-01,9.3,104.7,11.2,Belgrade,2022-05-01
2022-06-01,15.4,49.3,10.7,Belgrade,2022-06-01
2022-07-01,21.5,11.7,9.5,Belgrade,2022-07-01
2022-08-01,21.9,29.8,9.4,Belgrade,2022-08-01
2022-09-01,15.7,43.5,7.8,Belgrade,2022-09-01
2022-10-01,7.8,50.6,7.5,Belgrade,2022-10-01
2022-11-01,-7.2,37.0,8.4,Belgrade,2022-11-01
2021-02-01,2.0,138.6,11.2,Milan,2021-02-01
2021-04-01,14.3,84.9,10.8,Milan,2021-04-01
2021-05-01,18.6,100.7,9.8,Milan,2021-05-01
2021-06-01,24.5,172.3,9.5,Milan,2021-06-01
2021-07-01,25.6,138.2,8.5,Milan,2021-07-01
2021-08-01,25.7,138.6,8.0,Milan,2021-08-01
2021-09-01,21.6,76.9,8.4,Milan,2021-09-01
2021-10-01,18.3,121.4,9.8,Milan,2021-10-01
2021-11-01,8.2,68.0,10.0,Milan,2021-11-01
2021-12-01,11.8,134.5,12.4,Milan,2021-12-01
2022-01-01,2.0,120.4,11.5,Milan,2022-01-01
2022-02-01,5.1,158.8,12.3,Milan,2022-02-01
2022-04-01,14.7,149.5,12.2,Milan,2022-04-01
2022-05-01,21.1,82.6,10.9,Milan,2022-05-01
2022-06-01,25.1,82.0,8.0,Milan,2022-06-01
2022-07-01,27.8,77.9,8.0,Milan,2022-07-01
2019-12-01,3.2,12.0,8.1,Prague,2019-12-01
2020-01-01,2.0,10.0,7.6,Prague,2020-01-01
2020-02-01,5.6,53.0,13.2,Prague,2020-02-01
2020-04-01,11.1,14.0,8.2,Prague,2020-04-01
2020-05-01,12.6,83.0,8.2,Prague,2020-05-01
2020-06-01,17.9,116.0,7.5,Prague,2020-06-01
2020-07-01,19.9,22.0,7.1,Prague,2020-07-01
2020-08-01,20.6,130.0,6.8,Prague,2020-08-01
2020-09-01,15.7,65.0,6.5,Prague,2020-09-01
2020-10-01,10.3,59.0,7.9,Prague,2020-10-01
2020-11-01,5.0,11.0,6.1,Prague,2020-11-01
2020-12-01,3.1,13.0,7.4,Prague,2020-12-01
2021-01-01,0.6,43.0,8.1,Prague,2021-01-01
2021-02-01,0.4,35.0,7.2,Prague,2021-02-01
2021-04-01,6.8,17.0,9.2,Prague,2021-04-01
2021-05-01,11.6,116.0,10.0,Prague,2021-05-01
2021-06-01,20.0,99.0,6.9,Prague,2021-06-01
2021-07-01,19.7,104.0,7.2,Prague,2021-07-01
2021-08-01,17.3,73.0,7.1,Prague,2021-08-01
2021-09-01,16.0,15.0,6.1,Prague,2021-09-01
2021-10-01,9.2,14.0,7.1,Prague,2021-10-01
2021-11-01,4.8,33.0,7.6,Prague,2021-11-01
2021-12-01,2.0,26.6,8.0,Prague,2021-12-01
2022-01-01,2.4,19.6,10.5,Prague,2022-01-01
2022-02-01,4.6,14.4,13.3,Prague,2022-02-01
2022-04-01,7.8,57.3,9.8,Prague,2022-04-01
2022-05-01,16.1,19.6,7.9,Prague,2022-05-01
2022-06-01,20.5,196.2,8.3,Prague,2022-06-01
2022-07-01,20.0,63.0,7.3,Prague,2022-07-01
2022-08-01,20.6,157.7,6.4,Prague,2022-08-01
2022-09-01,13.8,72.8,10.2,Prague,2022-09-01
2022-10-01,11.9,14.9,9.6,Prague,2022-10-01
2022-11-01,4.9,44.2,8.6,Prague,2022-11-01
2019-12-01,2.1,20.0,9.1,Sofia,2019-12-01
2020-01-01,0.2,10.0,8.7,Sofia,2020-01-01
2020-02-01,3.8,52.0,10.6,Sofia,2020-02-01
2020-04-01,9.7,57.0,9.5,Sofia,2020-04-01
2020-05-01,15.4,50.0,12.0,Sofia,2020-05-01
2020-06-01,18.4,44.0,10.6,Sofia,2020-06-01
2020-07-01,21.0,109.0,10.3,Sofia,2020-07-01
2020-08-01,21.4,84.0,9.1,Sofia,2020-08-01
2020-09-01,18.9,26.0,9.5,Sofia,2020-09-01
2020-10-01,12.3,60.0,8.5,Sofia,2020-10-01
2020-11-01,5.2,11.0,6.1,Sofia,2020-11-01
2020-12-01,4.3,58.0,8.5,Sofia,2020-12-01
2021-01-01,1.3,99.0,11.0,Sofia,2021-01-01
2021-02-01,3.9,23.0,9.8,Sofia,2021-02-01
2021-04-01,8.4,79.0,10.4,Sofia,2021-04-01
2021-05-01,15.5,48.0,11.3,Sofia,2021-05-01
2021-06-01,19.0,93.0,8.1,Sofia,2021-06-01
2021-07-01,23.2,23.0,10.3,Sofia,2021-07-01
2021-08-01,22.7,110.0,8.8,Sofia,2021-08-01
2021-09-01,15.8,29.0,9.3,Sofia,2021-09-01
2021-10-01,8.5,124.0,9.7,Sofia,2021-10-01
2021-11-01,6.7,44.0,9.9,Sofia,2021-11-01
2022-06-01,19.8,106.1,7.7,Sofia,2022-06-01
2022-07-01,22.0,49.5,9.3,Sofia,2022-07-01
2022-08-01,21.5,53.9,7.7,Sofia,2022-08-01
2022-09-01,15.9,61.6,8.2,Sofia,2022-09-01
2022-10-01,11.9,8.4,7.5,Sofia,2022-10-01
2019-12-01,-4.2,38.0,7.8,Kazan,2019-12-01
2020-01-01,-3.0,37.0,8.9,Kazan,2020-01-01
2020-02-01,-3.4,59.0,7.6,Kazan,2020-02-01
2020-03-01,2.6,21.0,8.6,Kazan,2020-03-01
2020-04-01,5.2,53.0,8.5,Kazan,2020-04-01
2020-05-01,13.7,66.0,6.9,Kazan,2020-05-01
2020-06-01,16.8,72.0,6.6,Kazan,2020-06-01
2020-07-01,22.2,71.0,5.5,Kazan,2020-07-01
2020-08-01,17.2,100.0,6.9,Kazan,2020-08-01
2020-09-01,13.3,24.0,7.0,Kazan,2020-09-01
2020-10-01,7.2,42.0,6.0,Kazan,2020-10-01
2020-11-01,-2.6,23.0,7.2,Kazan,2020-11-01
2020-12-01,-11.0,24.0,5.7,Kazan,2020-12-01
2021-01-01,-9.9,59.0,7.6,Kazan,2021-01-01
2021-02-01,-15.2,48.0,8.3,Kazan,2021-02-01
2021-03-01,-4.7,18.0,7.0,Kazan,2021-03-01
2021-04-01,6.6,33.0,8.1,Kazan,2021-04-01
2021-05-01,18.2,20.0,7.0,Kazan,2021-05-01
2021-06-01,22.4,22.0,6.9,Kazan,2021-06-01
2021-07-01,22.0,85.0,5.7,Kazan,2021-07-01
2021-08-01,22.3,12.0,5.8,Kazan,2021-08-01
2021-09-01,9.8,62.0,7.5,Kazan,2021-09-01
2021-10-01,6.5,19.0,6.7,Kazan,2021-10-01
2021-11-01,-0.3,90.0,9.4,Kazan,2021-11-01
2021-12-01,-8.5,29.8,6.9,Kazan,2021-12-01
2022-01-01,-10.5,66.5,6.8,Kazan,2022-01-01
2022-02-01,-3.7,64.3,6.9,Kazan,2022-02-01
2022-03-01,-5.7,17.2,6.9,Kazan,2022-03-01
2022-04-01,5.4,116.7,7.3,Kazan,2022-04-01
2022-05-01,9.9,62.4,8.1,Kazan,2022-05-01
2022-06-01,17.6,25.0,8.5,Kazan,2022-06-01
2022-07-01,21.2,86.1,5.7,Kazan,2022-07-01
2022-08-01,22.7,2.5,4.5,Kazan,2022-08-01
2022-09-01,11.6,75.5,6.6,Kazan,2022-09-01
2022-10-01,6.2,89.6,7.0,Kazan,2022-10-01
2022-11-01,-2.0,80.8,8.2,Kazan,2022-11-01
2019-12-01,-2.3,60.0,6.8,Nizhniy Novgorod,2019-12-01
2020-01-01,-2.3,64.0,7.6,Nizhniy Novgorod,2020-01-01
2020-02-01,-2.4,39.0,7.2,Nizhniy Novgorod,2020-02-01
2020-03-01,2.8,36.0,7.7,Nizhniy Novgorod,2020-03-01
2020-04-01,3.8,84.0,7.7,Nizhniy Novgorod,2020-04-01
2020-05-01,12.1,70.0,6.0,Nizhniy Novgorod,2020-05-01
2020-06-01,16.9,31.0,5.3,Nizhniy Novgorod,2020-06-01
2020-07-01,20.1,97.0,4.1,Nizhniy Novgorod,2020-07-01
2020-08-01,16.5,54.0,4.2,Nizhniy Novgorod,2020-08-01
2020-09-01,13.0,30.0,5.6,Nizhniy Novgorod,2020-09-01
2020-10-01,7.7,38.0,5.0,Nizhniy Novgorod,2020-10-01
2020-11-01,-0.7,36.0,7.6,Nizhniy Novgorod,2020-11-01
2020-12-01,-8.4,24.0,5.3,Nizhniy Novgorod,2020-12-01
2021-01-01,-8.3,67.0,6.7,Nizhniy Novgorod,2021-01-01
2021-02-01,-15.2,92.0,6.8,Nizhniy Novgorod,2021-02-01
2021-03-01,-3.3,21.0,6.6,Nizhniy Novgorod,2021-03-01
2021-04-01,7.0,69.0,8.1,Nizhniy Novgorod,2021-04-01
2021-05-01,15.6,82.0,6.6,Nizhniy Novgorod,2021-05-01
2021-06-01,20.9,40.0,4.9,Nizhniy Novgorod,2021-06-01
2021-07-01,21.7,22.0,4.0,Nizhniy Novgorod,2021-07-01
2021-08-01,20.6,32.0,4.1,Nizhniy Novgorod,2021-08-01
2021-09-01,9.1,63.0,5.9,Nizhniy Novgorod,2021-09-01
2021-10-01,5.9,26.0,5.7,Nizhniy Novgorod,2021-10-01
2021-11-01,0.4,71.0,8.0,Nizhniy Novgorod,2021-11-01
2021-12-01,-8.7,68.8,6.5,Nizhniy Novgorod,2021-12-01
2022-01-01,-8.4,68.6,6.4,Nizhniy Novgorod,2022-01-01
2022-02-01,-2.4,29.5,6.7,Nizhniy Novgorod,2022-02-01
2022-03-01,-3.1,21.3,6.1,Nizhniy Novgorod,2022-03-01
2022-04-01,6.4,61.5,7.7,Nizhniy Novgorod,2022-04-01
2022-05-01,9.0,96.3,7.5,Nizhniy Novgorod,2022-05-01
2022-06-01,17.8,41.5,8.1,Nizhniy Novgorod,2022-06-01
2022-07-01,20.9,125.2,4.3,Nizhniy Novgorod,2022-07-01
2022-08-01,21.4,20.3,3.9,Nizhniy Novgorod,2022-08-01
2022-09-01,10.5,103.7,5.6,Nizhniy Novgorod,2022-09-01
2022-10-01,6.6,63.0,5.5,Nizhniy Novgorod,2022-10-01
2022-11-01,-2.0,71.3,7.7,Nizhniy Novgorod,2022-11-01
2021-02-01,-15.6,30.6,16.1,Chelyabinsk,2021-02-01
2021-03-01,-5.5,21.4,16.1,Chelyabinsk,2021-03-01
2021-04-01,7.0,15.1,16.0,Chelyabinsk,2021-04-01
2021-05-01,18.8,13.5,14.4,Chelyabinsk,2021-05-01
2021-06-01,18.9,37.2,12.5,Chelyabinsk,2021-06-01
2021-07-01,19.2,56.9,14.1,Chelyabinsk,2021-07-01
2021-08-01,20.8,9.6,12.8,Chelyabinsk,2021-08-01
2021-09-01,9.7,13.1,17.8,Chelyabinsk,2021-09-01
2021-10-01,5.0,31.7,15.9,Chelyabinsk,2021-10-01
2021-11-01,-3.5,22.9,17.1,Chelyabinsk,2021-11-01
2021-12-01,-8.3,31.6,15.1,Chelyabinsk,2021-12-01
2022-01-01,-13.4,14.9,11.2,Chelyabinsk,2022-01-01
2022-02-01,-7.7,21.1,12.5,Chelyabinsk,2022-02-01
2022-03-01,-7.1,29.1,14.9,Chelyabinsk,2022-03-01
2022-04-01,7.4,37.1,14.6,Chelyabinsk,2022-04-01
2022-05-01,11.6,63.5,17.0,Chelyabinsk,2022-05-01
2022-06-01,16.2,91.2,15.4,Chelyabinsk,2022-06-01
2022-07-01,20.2,32.9,12.2,Chelyabinsk,2022-07-01
2022-08-01,19.7,14.1,11.9,Chelyabinsk,2022-08-01
2022-09-01,11.5,63.5,12.0,Chelyabinsk,2022-09-01
2022-10-01,5.1,14.3,14.5,Chelyabinsk,2022-10-01
2022-11-01,-7.5,67.3,14.0,Chelyabinsk,2022-11-01
2019-12-01,-9.8,35.0,8.2,Omsk,2019-12-01
2020-01-01,-10.0,33.0,8.3,Omsk,2020-01-01
2020-02-01,-7.5,35.0,9.1,Omsk,2020-02-01
2020-03-01,-1.8,17.0,10.2,Omsk,2020-03-01
2020-04-01,9.6,35.0,10.7,Omsk,2020-04-01
2020-05-01,17.7,20.0,13.2,Omsk,2020-05-01
2020-06-01,16.7,44.0,8.3,Omsk,2020-06-01
2020-07-01,21.9,14.0,7.3,Omsk,2020-07-01
2020-08-01,19.9,53.0,6.8,Omsk,2020-08-01
2020-09-01,11.5,39.0,7.8,Omsk,2020-09-01
2020-10-01,5.0,24.0,7.9,Omsk,2020-10-01
2020-11-01,-5.2,15.0,8.2,Omsk,2020-11-01
2020-12-01,-14.8,19.0,7.2,Omsk,2020-12-01
2021-01-01,-20.7,14.0,12.1,Omsk,2021-01-01
2021-02-01,-17.6,26.8,12.8,Omsk,2021-02-01
2021-03-01,-8.0,31.3,14.7,Omsk,2021-03-01
2021-04-01,4.6,20.3,15.0,Omsk,2021-04-01
2021-05-01,17.7,10.6,15.6,Omsk,2021-05-01
2021-06-01,17.5,47.1,13.8,Omsk,2021-06-01
2021-07-01,21.1,46.7,13.4,Omsk,2021-07-01
2021-08-01,19.8,64.0,11.7,Omsk,2021-08-01
2021-09-01,9.5,34.1,14.5,Omsk,2021-09-01
2021-10-01,4.1,25.8,13.4,Omsk,2021-10-01
2021-11-01,-6.9,18.5,14.9,Omsk,2021-11-01
2021-12-01,-10.3,21.5,14.0,Omsk,2021-12-01
2022-01-01,-14.5,20.8,12.3,Omsk,2022-01-01
2022-02-01,-11.9,10.2,12.8,Omsk,2022-02-01
2022-03-01,-8.4,15.8,17.2,Omsk,2022-03-01
2022-04-01,7.5,13.2,15.1,Omsk,2022-04-01
2022-05-01,15.6,22.7,17.4,Omsk,2022-05-01
2022-06-01,17.9,46.5,15.9,Omsk,2022-06-01
2022-07-01,20.5,80.3,13.9,Omsk,2022-07-01
2022-08-01,17.4,19.2,12.5,Omsk,2022-08-01
2022-09-01,11.9,46.7,12.6,Omsk,2022-09-01
2022-10-01,4.5,22.6,13.0,Omsk,2022-10-01
2022-11-01,-8.7,28.3,15.0,Omsk,2022-11-01
2022-06-01,18.6,123.9,14.6,Samara,2022-06-01
2022-07-01,22.0,50.6,12.0,Samara,2022-07-01
2022-08-01,23.8,0.5,10.9,Samara,2022-08-01
2022-09-01,13.4,112.3,12.8,Samara,2022-09-01
2022-10-01,6.8,69.8,14.8,Samara,2022-10-01
2021-02-01,-4.5,44.1,11.2,Birmingham,2021-02-01
2021-04-01,9.9,54.4,10.8,Birmingham,2021-04-01
2021-05-01,15.2,59.1,9.5,Birmingham,2021-05-01
2021-06-01,22.0,194.1,9.5,Birmingham,2021-06-01
2021-07-01,22.8,143.7,9.1,Birmingham,2021-07-01
2021-08-01,24.7,38.3,7.3,Birmingham,2021-08-01
2021-09-01,19.5,138.3,9.5,Birmingham,2021-09-01
2021-10-01,15.2,168.9,9.3,Birmingham,2021-10-01
2021-11-01,4.6,49.8,11.0,Birmingham,2021-11-01
2021-12-01,2.4,74.5,11.7,Birmingham,2021-12-01
2022-01-01,-5.8,17.4,12.2,Birmingham,2022-01-01
2022-02-01,-2.9,88.4,13.4,Birmingham,2022-02-01
2022-04-01,7.7,83.4,12.2,Birmingham,2022-04-01
2022-05-01,17.4,108.8,10.5,Birmingham,2022-05-01
2022-06-01,22.0,87.2,10.0,Birmingham,2022-06-01
2022-07-01,23.9,60.8,9.3,Birmingham,2022-07-01
2022-08-01,22.8,77.0,8.0,Birmingham,2022-08-01
2022-09-01,18.8,29.5,8.2,Birmingham,2022-09-01
2022-10-01,11.3,40.7,9.4,Birmingham,2022-10-01
2022-11-01,8.9,37.3,11.8,Birmingham,2022-11-01
2019-12-01,-6.6,43.0,8.6,Ufa,2019-12-01
2020-01-01,-4.8,63.0,9.6,Ufa,2020-01-01
2020-02-01,-4.3,63.0,10.3,Ufa,2020-02-01
2020-03-01,0.7,52.0,10.7,Ufa,2020-03-01
2020-04-01,6.0,55.0,10.8,Ufa,2020-04-01
2020-05-01,14.1,28.0,7.1,Ufa,2020-05-01
2020-06-01,16.5,40.0,7.5,Ufa,2020-06-01
2020-07-01,22.0,68.0,5.2,Ufa,2020-07-01
2020-08-01,16.9,94.0,7.3,Ufa,2020-08-01
2020-09-01,11.0,56.0,7.0,Ufa,2020-09-01
2020-10-01,5.6,26.0,7.9,Ufa,2020-10-01
2020-11-01,-4.1,18.0,7.1,Ufa,2020-11-01
2020-12-01,-13.3,18.0,5.6,Ufa,2020-12-01
2021-01-01,-10.3,54.0,7.8,Ufa,2021-01-01
2021-02-01,-14.5,48.0,8.9,Ufa,2021-02-01
2021-03-01,-6.0,34.0,9.2,Ufa,2021-03-01
2021-04-01,7.4,28.0,8.3,Ufa,2021-04-01
2021-05-01,18.4,9.0,7.2,Ufa,2021-05-01
2021-06-01,20.7,19.0,6.3,Ufa,2021-06-01
2021-07-01,20.7,20.0,6.4,Ufa,2021-07-01
2021-08-01,21.4,0.5,5.7,Ufa,2021-08-01
2021-09-01,10.0,50.0,7.1,Ufa,2021-09-01
2021-10-01,5.2,33.0,6.9,Ufa,2021-10-01
2021-11-01,-2.3,41.0,11.7,Ufa,2021-11-01
2021-12-01,-7.9,59.5,8.9,Ufa,2021-12-01
2022-01-01,-11.7,40.8,8.5,Ufa,2022-01-01
2022-02-01,-4.1,41.8,9.1,Ufa,2022-02-01
2022-03-01,-6.1,40.9,7.8,Ufa,2022-03-01
2022-04-01,8.1,61.5,7.9,Ufa,2022-04-01
2022-05-01,10.9,83.6,9.3,Ufa,2022-05-01
2022-06-01,16.6,117.4,9.6,Ufa,2022-06-01
2022-07-01,20.4,31.0,5.2,Ufa,2022-07-01
2022-08-01,20.0,6.4,4.8,Ufa,2022-08-01
2022-09-01,11.9,68.2,5.3,Ufa,2022-09-01
2022-10-01,5.7,51.1,7.3,Ufa,2022-10-01
2022-11-01,-3.6,77.3,6.6,Ufa,2022-11-01
2019-12-01,5.1,49.0,21.0,Copenhagen,2019-12-01
2020-01-01,5.5,76.0,20.2,Copenhagen,2020-01-01
2020-02-01,5.0,92.0,23.3,Copenhagen,2020-02-01
2020-04-01,8.9,23.0,16.7,Copenhagen,2020-04-01
2020-05-01,11.5,35.0,15.8,Copenhagen,2020-05-01
2020-06-01,17.9,104.0,14.0,Copenhagen,2020-06-01
2020-07-01,16.3,84.0,17.2,Copenhagen,2020-07-01
2020-08-01,19.6,44.0,12.9,Copenhagen,2020-08-01
2020-09-01,15.2,45.0,16.0,Copenhagen,2020-09-01
2020-10-01,11.2,72.0,19.7,Copenhagen,2020-10-01
2020-11-01,8.2,24.0,19.8,Copenhagen,2020-11-01
2020-12-01,4.8,69.0,21.1,Copenhagen,2020-12-01
2021-01-01,1.2,71.0,18.4,Copenhagen,2021-01-01
2021-02-01,0.7,29.0,14.5,Copenhagen,2021-02-01
2021-04-01,6.8,24.0,17.8,Copenhagen,2021-04-01
2021-05-01,11.5,85.0,16.5,Copenhagen,2021-05-01
2021-06-01,18.4,20.0,12.1,Copenhagen,2021-06-01
2021-07-01,20.2,113.0,12.6,Copenhagen,2021-07-01
2021-08-01,16.8,93.0,14.0,Copenhagen,2021-08-01
2021-09-01,15.4,73.0,12.7,Copenhagen,2021-09-01
2021-10-01,11.1,81.0,15.4,Copenhagen,2021-10-01
2021-11-01,7.8,21.7,15.7,Copenhagen,2021-11-01
2021-12-01,2.7,63.8,14.7,Copenhagen,2021-12-01
2022-01-01,4.3,31.2,19.1,Copenhagen,2022-01-01
2022-02-01,4.4,95.3,20.1,Copenhagen,2022-02-01
2022-04-01,8.7,31.7,13.5,Copenhagen,2022-04-01
2022-06-01,18.1,25.0,11.2,Copenhagen,2022-06-01
2022-07-01,19.3,28.2,14.7,Copenhagen,2022-07-01
2022-08-01,20.9,24.9,9.8,Copenhagen,2022-08-01
2022-09-01,15.1,32.5,13.2,Copenhagen,2022-09-01
2022-10-01,12.9,18.3,13.8,Copenhagen,2022-10-01
2019-12-01,-11.8,10.0,3.3,Krasnoyarsk,2019-12-01
2020-01-01,-11.0,5.0,3.8,Krasnoyarsk,2020-01-01
2020-02-01,-9.1,16.0,2.7,Krasnoyarsk,2020-02-01
2020-03-01,-3.3,15.0,6.6,Krasnoyarsk,2020-03-01
2020-04-01,8.9,3.0,3.7,Krasnoyarsk,2020-04-01
2020-05-01,13.5,46.0,4.4,Krasnoyarsk,2020-05-01
2020-06-01,14.9,98.0,3.2,Krasnoyarsk,2020-06-01
2020-07-01,18.0,118.0,2.7,Krasnoyarsk,2020-07-01
2020-08-01,17.2,84.0,2.3,Krasnoyarsk,2020-08-01
2020-09-01,10.8,48.0,2.6,Krasnoyarsk,2020-09-01
2020-10-01,2.2,21.0,4.2,Krasnoyarsk,2020-10-01
2020-11-01,-5.5,22.0,4.0,Krasnoyarsk,2020-11-01
2020-12-01,-17.3,10.0,3.8,Krasnoyarsk,2020-12-01
2021-01-01,-22.5,28.0,3.1,Krasnoyarsk,2021-01-01
2021-02-01,-15.2,23.0,3.4,Krasnoyarsk,2021-02-01
2021-03-01,-5.8,5.0,4.4,Krasnoyarsk,2021-03-01
2021-04-01,2.3,21.0,4.3,Krasnoyarsk,2021-04-01
2021-05-01,9.8,30.0,9.1,Krasnoyarsk,2021-05-01
2021-06-01,15.2,122.0,9.0,Krasnoyarsk,2021-06-01
2021-07-01,19.2,48.0,6.1,Krasnoyarsk,2021-07-01
